Trinity_ID	CrabA_0	CrabA_2	CrabA_17	cluster	V2.x	uniprot_acc_ID	V4.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13	V14	V2.y	V3	V4.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y
TRINITY_DN2765_c0_g1_i1	49	20	76	2	sp	O08762	NETR_MOUSE	33.9	127	76	4	178	540	361	485	1.2e-08	63.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3106_c0_g1_i4	5	0	82	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN587_c0_g1_i5	70	60	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1207_c0_g1_i2	21	51	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN593_c3_g1_i7	2460	3651	1814	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4246_c1_g1_i1	108	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1520_c0_g1_i1	294	225	58	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25165_c3_g1_i1	0	0	508	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN368_c0_g1_i1	32	33	0	1	sp	A8WJ42	COA8_CAEBR	41.6	113	60	2	1190	1525	14	121	3.4e-17	91.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN47_c0_g1_i2	377	301	86	1	sp	Q8HXQ3	SODC_HYLLA	55.6	133	57	1	216	614	20	150	1.1e-34	148.7	SODC_HYLLA	reviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	SOD1	Hylobates lar (Common gibbon) (White-handed gibbon)	154	activation of MAPK activity [GO:0000187]; apoptotic DNA fragmentation [GO:0006309]; auditory receptor cell stereocilium organization [GO:0060088]; cell aging [GO:0007569]; cellular iron ion homeostasis [GO:0006879]; double-strand break repair [GO:0006302]; embryo implantation [GO:0007566]; glutathione metabolic process [GO:0006749]; heart contraction [GO:0060047]; hydrogen peroxide biosynthetic process [GO:0050665]; locomotory behavior [GO:0007626]; muscle cell cellular homeostasis [GO:0046716]; myeloid cell homeostasis [GO:0002262]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of neuron apoptotic process [GO:0043524]; neurofilament cytoskeleton organization [GO:0060052]; ovarian follicle development [GO:0001541]; peripheral nervous system myelin maintenance [GO:0032287]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cytokine production [GO:0001819]; reactive oxygen species metabolic process [GO:0072593]; regulation of blood pressure [GO:0008217]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of multicellular organism growth [GO:0040014]; regulation of protein kinase activity [GO:0045859]; relaxation of vascular smooth muscle [GO:0060087]; removal of superoxide radicals [GO:0019430]; response to axon injury [GO:0048678]; response to drug [GO:0042493]; response to ethanol [GO:0045471]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to organic substance [GO:0010033]; response to superoxide [GO:0000303]; retina homeostasis [GO:0001895]; sensory perception of sound [GO:0007605]; spermatogenesis [GO:0007283]; superoxide metabolic process [GO:0006801]; transmission of nerve impulse [GO:0019226]	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; protein complex [GO:0043234]	chaperone binding [GO:0051087]; copper ion binding [GO:0005507]; protein phosphatase 2B binding [GO:0030346]; superoxide dismutase activity [GO:0004784]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; protein complex [GO:0043234]; chaperone binding [GO:0051087]; copper ion binding [GO:0005507]; protein phosphatase 2B binding [GO:0030346]; superoxide dismutase activity [GO:0004784]; zinc ion binding [GO:0008270]; activation of MAPK activity [GO:0000187]; apoptotic DNA fragmentation [GO:0006309]; auditory receptor cell stereocilium organization [GO:0060088]; cell aging [GO:0007569]; cellular iron ion homeostasis [GO:0006879]; double-strand break repair [GO:0006302]; embryo implantation [GO:0007566]; glutathione metabolic process [GO:0006749]; heart contraction [GO:0060047]; hydrogen peroxide biosynthetic process [GO:0050665]; locomotory behavior [GO:0007626]; muscle cell cellular homeostasis [GO:0046716]; myeloid cell homeostasis [GO:0002262]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of neuron apoptotic process [GO:0043524]; neurofilament cytoskeleton organization [GO:0060052]; ovarian follicle development [GO:0001541]; peripheral nervous system myelin maintenance [GO:0032287]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cytokine production [GO:0001819]; reactive oxygen species metabolic process [GO:0072593]; regulation of blood pressure [GO:0008217]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of multicellular organism growth [GO:0040014]; regulation of protein kinase activity [GO:0045859]; relaxation of vascular smooth muscle [GO:0060087]; removal of superoxide radicals [GO:0019430]; response to axon injury [GO:0048678]; response to drug [GO:0042493]; response to ethanol [GO:0045471]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to organic substance [GO:0010033]; response to superoxide [GO:0000303]; retina homeostasis [GO:0001895]; sensory perception of sound [GO:0007605]; spermatogenesis [GO:0007283]; superoxide metabolic process [GO:0006801]; transmission of nerve impulse [GO:0019226]	GO:0000187; GO:0000303; GO:0001541; GO:0001819; GO:0001895; GO:0002262; GO:0004784; GO:0005507; GO:0005615; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006302; GO:0006309; GO:0006749; GO:0006801; GO:0006879; GO:0007283; GO:0007566; GO:0007569; GO:0007605; GO:0007626; GO:0008217; GO:0008270; GO:0009408; GO:0010033; GO:0019226; GO:0019430; GO:0030346; GO:0031012; GO:0031410; GO:0032287; GO:0032839; GO:0040014; GO:0042493; GO:0042542; GO:0043025; GO:0043085; GO:0043234; GO:0043524; GO:0045471; GO:0045541; GO:0045859; GO:0046716; GO:0048678; GO:0050665; GO:0051087; GO:0051881; GO:0060047; GO:0060052; GO:0060087; GO:0060088; GO:0072593
TRINITY_DN2118_c0_g2_i2	35	28	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN24078_c0_g1_i1	74	39	90	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN37_c0_g1_i5	24	23	21	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN540_c0_g1_i4	44	72	0	1	sp	Q9WUU7	CATZ_MOUSE	41.9	265	125	8	284	1051	60	304	2.7e-49	198.4	CATZ_MOUSE	reviewed	Cathepsin Z (EC 3.4.18.1)	Ctsz	Mus musculus (Mouse)	306	epithelial tube branching involved in lung morphogenesis [GO:0060441]; negative regulation of neuron projection development [GO:0010977]; negative regulation of plasminogen activation [GO:0010757]; negative regulation of protein binding [GO:0032091]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of neuron apoptotic process [GO:0043525]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of neuron death [GO:1901214]	cell cortex region [GO:0099738]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; growth cone [GO:0030426]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]	carboxypeptidase activity [GO:0004180]; cysteine-type endopeptidase activity [GO:0004197]	cell cortex region [GO:0099738]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; growth cone [GO:0030426]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; carboxypeptidase activity [GO:0004180]; cysteine-type endopeptidase activity [GO:0004197]; epithelial tube branching involved in lung morphogenesis [GO:0060441]; negative regulation of neuron projection development [GO:0010977]; negative regulation of plasminogen activation [GO:0010757]; negative regulation of protein binding [GO:0032091]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of neuron apoptotic process [GO:0043525]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of neuron death [GO:1901214]	GO:0004180; GO:0004197; GO:0005615; GO:0005764; GO:0005783; GO:0006508; GO:0009986; GO:0010757; GO:0010977; GO:0030426; GO:0031410; GO:0032091; GO:0043231; GO:0043525; GO:0051603; GO:0060441; GO:0070062; GO:0099738; GO:1901214; GO:2000179
TRINITY_DN28061_c2_g1_i1	247	467	432	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5513_c0_g1_i13	0	5	5281	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4227_c1_g1_i1	232	134	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3251_c0_g1_i1	157	101	50	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3458_c0_g1_i12	21	36	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5763_c0_g1_i1	51	35	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13054_c2_g1_i1	94	176	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN872_c0_g1_i3	128	3	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN752_c0_g1_i1	48	40	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3806_c1_g1_i1	24	30	21	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9851_c0_g2_i1	27	36	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN970_c0_g1_i2	1211	521	41	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1736_c1_g1_i8	1019	354	44	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25253_c0_g1_i1	52	147	48	1	sp	P34897	GLYM_HUMAN	66.2	334	112	1	799	1800	172	504	1.1e-125	452.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13467_c0_g1_i2	1987	1326	192	1	sp	Q19821	RHOM1_CAEEL	36	350	199	8	211	1224	4	340	8.3e-48	194.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN164_c0_g1_i19	13884	16606	2139	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6529_c0_g1_i2	226	47	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN417_c0_g1_i4	81	43	0	1	sp	O15126	SCAM1_HUMAN	50.4	353	128	7	99	1109	1	322	3e-53	212.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4707_c0_g1_i1	45	54	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN434_c1_g1_i1	26	53	0	1	sp	B3KU38	IQIP1_HUMAN	46.8	124	63	1	804	1175	433	553	2e-17	92.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN434_c1_g1_i1	26	53	0	1	sp	B3KU38	IQIP1_HUMAN	41.7	96	37	3	419	649	292	387	2.2e-08	62.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4924_c0_g2_i1	45	25	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5104_c0_g1_i1	146	140	158	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN344_c0_g1_i5	0	0	577	2	sp	Q6DKJ4	NXN_HUMAN	29	345	178	8	96	1058	7	308	1.6e-40	168.7	NXN_HUMAN	reviewed	Nucleoredoxin (EC 1.8.1.8)	NXN NRX	Homo sapiens (Human)	435	cardiovascular system development [GO:0072358]; cell differentiation [GO:0030154]; cell redox homeostasis [GO:0045454]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of Wnt signaling pathway [GO:0030178]; Wnt signaling pathway [GO:0016055]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	protein-disulfide reductase activity [GO:0047134]; thioredoxin-disulfide reductase activity [GO:0004791]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; protein-disulfide reductase activity [GO:0047134]; thioredoxin-disulfide reductase activity [GO:0004791]; cardiovascular system development [GO:0072358]; cell differentiation [GO:0030154]; cell redox homeostasis [GO:0045454]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of Wnt signaling pathway [GO:0030178]; Wnt signaling pathway [GO:0016055]	GO:0004791; GO:0005634; GO:0005737; GO:0005829; GO:0016055; GO:0030154; GO:0030178; GO:0031397; GO:0045454; GO:0047134; GO:0072358
TRINITY_DN885_c0_g1_i5	65	50	15	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1841_c0_g1_i1	159	279	60	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1988_c0_g1_i1	33	26	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9675_c0_g1_i2	0	0	98	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN21560_c0_g1_i1	300	147	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN147_c0_g1_i1	41	52	38	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3846_c0_g1_i1	645	0	83	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN973_c0_g1_i1	33	52	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN23586_c0_g1_i1	0	0	789	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2657_c0_g1_i16	0	0	1202	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6403_c0_g1_i3	142	10	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5051_c0_g1_i2	7333	6061	48571	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6429_c0_g1_i1	214	177	0	1	sp	Q9NW08	RPC2_HUMAN	50	58	21	2	622	795	1080	1129	2.4e-06	54.7	RPC2_HUMAN	reviewed	DNA-directed RNA polymerase III subunit RPC2 (RNA polymerase III subunit C2) (EC 2.7.7.6) (C128) (DNA-directed RNA polymerase III 127.6 kDa polypeptide) (DNA-directed RNA polymerase III subunit B)	POLR3B	Homo sapiens (Human)	1133	defense response to virus [GO:0051607]; innate immune response [GO:0045087]; positive regulation of innate immune response [GO:0045089]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of type I interferon production [GO:0032481]; transcription from RNA polymerase III promoter [GO:0006383]	cytosol [GO:0005829]; DNA-directed RNA polymerase III complex [GO:0005666]; nucleoplasm [GO:0005654]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; ribonucleoside binding [GO:0032549]	cytosol [GO:0005829]; DNA-directed RNA polymerase III complex [GO:0005666]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; ribonucleoside binding [GO:0032549]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; positive regulation of innate immune response [GO:0045089]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of type I interferon production [GO:0032481]; transcription from RNA polymerase III promoter [GO:0006383]	GO:0003677; GO:0003899; GO:0005654; GO:0005666; GO:0005829; GO:0006383; GO:0032481; GO:0032549; GO:0032728; GO:0045087; GO:0045089; GO:0046872; GO:0051607
TRINITY_DN13179_c3_g1_i1	573	578	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4685_c0_g1_i1	73	21	0	1	sp	Q9QXL7	NDK7_RAT	50.4	377	178	3	252	1379	25	393	4.5e-105	383.6	NDK7_RAT	reviewed	Nucleoside diphosphate kinase 7 (NDK 7) (NDP kinase 7) (EC 2.7.4.6) (nm23-R7)	Nme7	Rattus norvegicus (Rat)	395	CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]		ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	GO:0004550; GO:0005524; GO:0006183; GO:0006228; GO:0006241; GO:0046872
TRINITY_DN151_c0_g2_i6	0	0	6492	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1163_c0_g1_i1	48	46	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN408_c0_g1_i1	2	1	3072	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5638_c0_g1_i7	0	0	97	2	sp	B7ZWR6	OEP61_ARATH	33.3	138	87	2	131	544	93	225	1e-07	60.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1012_c0_g1_i1	707	428	135	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN402_c1_g1_i3	44	33	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14190_c0_g1_i2	2293	897	374	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4844_c0_g1_i1	0	0	3097	2	sp	Q15526	SURF1_HUMAN	44.8	281	144	3	607	1422	20	298	4e-63	244.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1147_c0_g1_i2	56	35	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6305_c0_g1_i1	0	8	254	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9307_c0_g1_i1	357	206	0	1	sp	P21837	CRYS_DICDI	34.6	133	75	4	380	757	128	255	9.5e-08	59.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16422_c0_g1_i1	599	409	59	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3899_c0_g1_i1	0	0	893	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN776_c1_g1_i2	38	143	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN524_c0_g1_i1	814	1426	412	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2979_c0_g1_i12	313	232	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9773_c0_g1_i2	0	1	3007	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25174_c0_g1_i1	61	61	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3533_c1_g1_i1	0	0	5157	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4989_c0_g1_i2	0	0	73	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN507_c1_g1_i17	266	418	0	1	sp	Q5ZIA5	COPB_CHICK	69.4	956	285	4	85	2943	1	951	0	1287.7	COPB_CHICK	reviewed	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	COPB1 COPB RCJMB04_28l17	Gallus gallus (Chicken)	953	ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]	COPI vesicle coat [GO:0030126]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]	structural molecule activity [GO:0005198]	COPI vesicle coat [GO:0030126]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]; structural molecule activity [GO:0005198]; ER to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]	GO:0000139; GO:0005198; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0030126
TRINITY_DN114_c0_g1_i7	23722	172	8897	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5371_c0_g1_i2	2	1	95	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN538_c0_g2_i2	2	0	55	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10524_c0_g1_i2	3	4	49	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2998_c0_g1_i1	96	51	0	1	sp	Q9VXB5	RM22_DROME	60.3	146	57	1	181	615	60	205	8.2e-51	201.8	RM22_DROME	reviewed	39S ribosomal protein L22, mitochondrial (L22mt) (MRP-L22)	mRpL22 CG4742	Drosophila melanogaster (Fruit fly)	233	mitochondrial translation [GO:0032543]; translation [GO:0006412]	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	structural constituent of ribosome [GO:0003735]	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; translation [GO:0006412]	GO:0003735; GO:0005739; GO:0005762; GO:0006412; GO:0032543
TRINITY_DN7206_c0_g1_i2	33	95	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3658_c0_g1_i6	0	0	107	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
