Trinity_ID	uninfected_cold	infected_cold	uninfected_warm	infected_warm	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN4589_c0_g2_i1	0	41	0	75	28.37690248	-8.327336713	2.017381381	-4.127794968	3.66e-05	0.002260404	sp	Q9H9B1	EHMT1_HUMAN	30	210	108	6	617	1237	776	949	7.4e-11	70.5	EHMT1_HUMAN	reviewed	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (EC 2.1.1.43) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D	Homo sapiens (Human)	1298	chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; embryo development [GO:0009790]; histone methylation [GO:0016571]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]	chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	C2H2 zinc finger domain binding [GO:0070742]; histone-lysine N-methyltransferase activity [GO:0018024]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; methyltransferase activity [GO:0008168]; p53 binding [GO:0002039]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]	chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; C2H2 zinc finger domain binding [GO:0070742]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; histone-lysine N-methyltransferase activity [GO:0018024]; methyltransferase activity [GO:0008168]; p53 binding [GO:0002039]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]; chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; embryo development [GO:0009790]; histone methylation [GO:0016571]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]	GO:0000122; GO:0002039; GO:0005634; GO:0005654; GO:0005694; GO:0006306; GO:0006325; GO:0008168; GO:0008270; GO:0009790; GO:0016279; GO:0016571; GO:0016604; GO:0018024; GO:0018026; GO:0018027; GO:0045892; GO:0046974; GO:0046976; GO:0060992; GO:0070742; GO:1901796
TRINITY_DN1321_c0_g1_i16	0	0	203	0	44.16648272	8.904174409	2.83664562	3.13898019	0.001695369	0.035082857	sp	Q2PFW9	NOVA1_MACFA	38.2	474	200	10	523	1938	94	476	4.4e-50	201.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1321_c0_g1_i16	0	0	203	0	44.16648272	8.904174409	2.83664562	3.13898019	0.001695369	0.035082857	sp	Q2PFW9	NOVA1_MACFA	51.1	92	35	1	135	410	23	104	1.4e-16	90.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8255_c0_g1_i15	0	16	0	61	18.28057009	-7.693634953	2.331733754	-3.299534065	0.000968455	0.024101473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1469_c0_g1_i13	0	34	0	78	27.12154563	-8.262307759	2.057252329	-4.016185882	5.91e-05	0.003165235	sp	Q9TW32	PPIB_DICDI	75	168	42	0	113	616	30	197	9.9e-71	268.5	PPIB_DICDI	reviewed	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Rotamase B)	cypB cyp2 DDB_G0269120	Dictyostelium discoideum (Slime mold)	197	protein folding [GO:0006457]	endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]	GO:0003755; GO:0005783; GO:0006457; GO:0043231
TRINITY_DN1603_c5_g1_i2	218	0	343	0	132.4508659	10.4883805	1.611633991	6.507917157	7.62e-11	9.85e-08	sp	Q98TF8	RL22_CHICK	58	138	35	3	56	466	3	118	1.4e-33	146	RL22_CHICK	reviewed	60S ribosomal protein L22	RPL22	Gallus gallus (Chicken)	128	alpha-beta T cell differentiation [GO:0046632]; cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; nucleus [GO:0005634]	heparin binding [GO:0008201]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; nucleus [GO:0005634]; heparin binding [GO:0008201]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; alpha-beta T cell differentiation [GO:0046632]; cytoplasmic translation [GO:0002181]	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005925; GO:0008201; GO:0022625; GO:0031012; GO:0046632; GO:0070062
TRINITY_DN5264_c0_g2_i1	0	27	0	40	16.55458979	-7.549583775	2.31314859	-3.263769482	0.001099406	0.026320374	sp	Q9HFF5	PDS5_SCHPO	22	450	304	12	151	1395	33	470	1.1e-17	94	PDS5_SCHPO	reviewed	Sister chromatid cohesion protein pds5 (Precocious dissociation of sisters protein 5)	pds5 SPAC110.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1205	attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation [GO:0051455]; cell division [GO:0051301]; DNA repair [GO:0006281]; mitotic sister chromatid cohesion [GO:0007064]; negative regulation of mitotic cohesin loading [GO:1905412]; positive regulation of mitotic cohesin unloading [GO:1905411]	chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; condensed nuclear chromosome [GO:0000794]; nuclear mitotic cohesin complex [GO:0034990]; Wpl/Pds5 cohesin loading/unloading complex [GO:0090695]	DNA binding [GO:0003677]	chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; condensed nuclear chromosome [GO:0000794]; nuclear mitotic cohesin complex [GO:0034990]; Wpl/Pds5 cohesin loading/unloading complex [GO:0090695]; DNA binding [GO:0003677]; attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation [GO:0051455]; cell division [GO:0051301]; DNA repair [GO:0006281]; mitotic sister chromatid cohesion [GO:0007064]; negative regulation of mitotic cohesin loading [GO:1905412]; positive regulation of mitotic cohesin unloading [GO:1905411]	GO:0000775; GO:0000785; GO:0000794; GO:0003677; GO:0006281; GO:0007064; GO:0034990; GO:0051301; GO:0051455; GO:0090695; GO:1905411; GO:1905412
TRINITY_DN1253_c2_g1_i3	89	0	23	0	28.61143219	8.276051885	2.157471952	3.835995123	0.000125057	0.00557156	sp	Q09441	SWSN7_CAEEL	39.5	185	103	4	1837	2370	945	1127	1.7e-29	133.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN29262_c0_g1_i1	0	35	0	103	33.07602038	-8.548847476	1.998469604	-4.277697023	1.89e-05	0.001388742	sp	Q28DS0	SAE1_XENTR	33.8	201	117	4	47	607	9	207	9.8e-20	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1141_c0_g1_i7	0	9	0	66	17.47943759	-7.629263798	2.456777571	-3.105394598	0.001900253	0.038196336	sp	P20480	NCD_DROME	36.1	227	126	6	1114	1764	279	496	2.3e-25	118.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17920_c1_g2_i5	9	17	8	308	78.78175768	-4.180866333	1.302482982	-3.209920123	0.001327719	0.029674934	sp	A8WQ43	RL111_CAEBR	78.7	155	33	0	109	573	13	167	2.1e-67	256.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11078_c0_g1_i6	0	38	0	230	62.7492775	-9.472702796	1.906719135	-4.968064055	6.76e-07	0.000119501	sp	Q5E988	RS5_BOVIN	71.2	198	48	2	147	740	16	204	7.7e-73	275.4	RS5_BOVIN	reviewed	40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]	RPS5	Bos taurus (Bovine)	204	regulation of translational fidelity [GO:0006450]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; regulation of translational fidelity [GO:0006450]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	GO:0000028; GO:0003729; GO:0003735; GO:0005925; GO:0006412; GO:0006450; GO:0016020; GO:0019843; GO:0022627; GO:0031012; GO:0070062
TRINITY_DN3146_c0_g1_i11	0	17	0	56	17.42167972	-7.624109919	2.343257848	-3.25363678	0.001139379	0.027106966	sp	Q8VDB9	S620A_MOUSE	29.7	317	213	4	163	1095	2	314	1e-32	144.1	S620A_MOUSE	reviewed	Sodium- and chloride-dependent transporter XTRP3A (IMINO-B) (Solute carrier family 6 member 20A) (X transporter protein 3 similar 1)	Slc6a20a Slc6a20 Xt3s1 Xtm3s1 Xtrp3s1	Mus musculus (Mouse)	592	amino-acid betaine transport [GO:0015838]; amino acid transport [GO:0006865]; glycine transport [GO:0015816]; proline transmembrane transport [GO:0035524]; proline transport [GO:0015824]	apical plasma membrane [GO:0016324]; integral component of plasma membrane [GO:0005887]	amino acid transmembrane transporter activity [GO:0015171]; L-proline transmembrane transporter activity [GO:0015193]; neurotransmitter:sodium symporter activity [GO:0005328]	apical plasma membrane [GO:0016324]; integral component of plasma membrane [GO:0005887]; amino acid transmembrane transporter activity [GO:0015171]; L-proline transmembrane transporter activity [GO:0015193]; neurotransmitter:sodium symporter activity [GO:0005328]; amino acid transport [GO:0006865]; amino-acid betaine transport [GO:0015838]; glycine transport [GO:0015816]; proline transmembrane transport [GO:0035524]; proline transport [GO:0015824]	GO:0005328; GO:0005887; GO:0006865; GO:0015171; GO:0015193; GO:0015816; GO:0015824; GO:0015838; GO:0016324; GO:0035524
TRINITY_DN336_c0_g1_i6	0	82	0	55	35.17814874	-8.636057568	1.94182792	-4.447385621	8.69e-06	0.000779653	sp	P90519	EF1A_CRYPV	43.9	469	229	7	48	1454	1	435	4.9e-102	373.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN225_c0_g1_i18	0	22	0	153	40.83491267	-8.85308845	2.051538294	-4.315341554	1.59e-05	0.001223209	sp	Q9H361	PABP3_HUMAN	28.9	374	203	11	714	1757	71	407	1.2e-29	133.3	PABP3_HUMAN	reviewed	Polyadenylate-binding protein 3 (PABP-3) (Poly(A)-binding protein 3) (Testis-specific poly(A)-binding protein)	PABPC3 PABP3 PABPL3	Homo sapiens (Human)	631	mRNA metabolic process [GO:0016071]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]	poly(A) binding [GO:0008143]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; poly(A) binding [GO:0008143]; mRNA metabolic process [GO:0016071]	GO:0005737; GO:0005829; GO:0008143; GO:0016071; GO:0070062
TRINITY_DN1470_c0_g1_i10	152	1	89	0	59.9584681	7.881354862	1.729547674	4.556887895	5.19e-06	0.000544101	sp	O97172	U729_DROME	39.8	83	40	2	237	479	1	75	9.8e-10	68.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1651_c1_g2_i6	0	27	0	35	15.41902893	-7.446882542	2.360093825	-3.15533326	0.001603149	0.033714163	sp	O76856	CATD_DICDI	40.7	334	178	11	1320	2279	51	378	9.6e-59	230.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5810_c0_g2_i5	0	26	0	32	14.46102194	-7.354267669	2.406454398	-3.056059435	0.002242668	0.042799489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1667_c0_g1_i15	0	44	0	101	35.11183036	-8.634808897	1.946422078	-4.436246893	9.15e-06	0.000803042	sp	P0A9Y8	CSPC_ECO57	63.4	71	24	2	64	276	1	69	1.1e-16	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN115823_c0_g1_i1	0	23	0	68	21.80704865	-7.947910039	2.196537833	-3.618380671	0.000296452	0.010803789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8869_c0_g1_i3	0	38	0	80	28.68245189	-8.34294544	2.023325875	-4.123381974	3.73e-05	0.002292648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11898_c1_g1_i8	0	23	0	109	31.11864764	-8.461093009	2.091486613	-4.045492311	5.22e-05	0.002914806	sp	Q6AZT7	NPHP3_XENLA	28.4	162	116	0	3303	3788	1079	1240	8.1e-12	75.1	NPHP3_XENLA	reviewed	Nephrocystin-3	nphp3	Xenopus laevis (African clawed frog)	1300	cilium assembly [GO:0060271]; convergent extension involved in gastrulation [GO:0060027]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; Wnt signaling pathway [GO:0016055]	cilium [GO:0005929]		cilium [GO:0005929]; cilium assembly [GO:0060271]; convergent extension involved in gastrulation [GO:0060027]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; Wnt signaling pathway [GO:0016055]	GO:0005929; GO:0016055; GO:0060027; GO:0060271; GO:0090090; GO:2000095
TRINITY_DN649_c0_g2_i1	0	29	0	83	26.87375409	-8.24926499	2.085762018	-3.955036538	7.65e-05	0.003867558	sp	P24155	THOP1_RAT	46.8	637	310	11	216	2102	62	677	1.9e-155	551.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN246_c0_g2_i1	0	49	0	97	35.58673407	-8.65404139	1.927648853	-4.489428339	7.14e-06	0.000688105	sp	P18101	RL40_DROME	90.6	128	12	0	40	423	1	128	3.5e-61	236.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11425_c0_g1_i13	0	39	0	59	24.18976679	-8.096780342	2.086204594	-3.881105605	0.000103983	0.004874287	sp	A9V3C0	KYNU_MONBE	47	460	204	10	167	1477	12	454	1.3e-108	395.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN40071_c0_g1_i11	0	26	0	52	19.00326535	-7.748978894	2.238979528	-3.460942272	0.000538288	0.016065582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8222_c0_g1_i16	0	38	0	69	26.18421802	-8.211309693	2.05520649	-3.995369679	6.46e-05	0.003382958	sp	O89046	COR1B_RAT	39.4	406	228	7	64	1251	5	402	1.6e-81	305.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13873_c0_g1_i4	0	16	0	60	18.05345792	-7.67559016	2.337296722	-3.28396052	0.001023593	0.02509232	sp	O55201	SPT5H_MOUSE	26.5	461	273	17	658	1998	169	577	3.3e-26	122.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1988_c1_g1_i26	0	34	0	28	15.7659371	-7.478374527	2.354801014	-3.175798924	0.001494245	0.032027169	sp	P22953	MD37E_ARATH	58.3	551	219	5	532	2160	8	555	2.1e-171	604.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2191_c0_g1_i11	0	25	0	51	18.4994827	-7.710240052	2.257142345	-3.415929912	0.000635646	0.018106128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN504_c0_g1_i18	0	18	0	45	15.20011632	-7.427067737	2.405387819	-3.087679948	0.002017256	0.039639887	sp	Q9SSF1	SMD1A_ARATH	67	91	30	0	96	368	1	91	2.4e-28	127.9	SMD1A_ARATH	reviewed	Small nuclear ribonucleoprotein SmD1a (AtSmD1-a)	SMD1A At3g07590 MLP3.4	Arabidopsis thaliana (Mouse-ear cress)	114	posttranscriptional gene silencing by RNA [GO:0035194]; RNA processing [GO:0006396]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]	catalytic step 2 spliceosome [GO:0071013]; commitment complex [GO:0000243]; cytosol [GO:0005829]; intracellular ribonucleoprotein complex [GO:0030529]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; precatalytic spliceosome [GO:0071011]; prespliceosome [GO:0071010]; SMN-Sm protein complex [GO:0034719]; spliceosomal tri-snRNP complex [GO:0097526]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]; vacuolar membrane [GO:0005774]; viral nucleocapsid [GO:0019013]	RNA binding [GO:0003723]	catalytic step 2 spliceosome [GO:0071013]; commitment complex [GO:0000243]; cytosol [GO:0005829]; intracellular ribonucleoprotein complex [GO:0030529]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; precatalytic spliceosome [GO:0071011]; prespliceosome [GO:0071010]; SMN-Sm protein complex [GO:0034719]; spliceosomal tri-snRNP complex [GO:0097526]; U1 snRNP [GO:0005685]; U12-type spliceosomal complex [GO:0005689]; U2 snRNP [GO:0005686]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]; vacuolar membrane [GO:0005774]; viral nucleocapsid [GO:0019013]; RNA binding [GO:0003723]; posttranscriptional gene silencing by RNA [GO:0035194]; RNA processing [GO:0006396]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]	GO:0000243; GO:0000245; GO:0000387; GO:0003723; GO:0005634; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0005730; GO:0005774; GO:0005829; GO:0006396; GO:0016607; GO:0019013; GO:0030529; GO:0034715; GO:0034719; GO:0035194; GO:0071010; GO:0071011; GO:0071013; GO:0097526
TRINITY_DN19870_c0_g1_i14	44	0	48	0	22.11435468	7.905558841	2.131463865	3.708980936	0.000208095	0.008151297	sp	Q99KG3	RBM10_MOUSE	34.2	833	446	19	641	2929	128	928	2.5e-61	239.2	RBM10_MOUSE	reviewed	RNA-binding protein 10 (RNA-binding motif protein 10)	Rbm10 Kiaa0122	Mus musculus (Mouse)	930	3'-UTR-mediated mRNA stabilization [GO:0070935]; negative regulation of cell proliferation [GO:0008285]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; positive regulation of smooth muscle cell apoptotic process [GO:0034393]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of smooth muscle cell apoptotic process [GO:0034391]; RNA splicing [GO:0008380]	nuclear speck [GO:0016607]; nucleus [GO:0005634]	identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein complex binding [GO:0032403]; RNA binding [GO:0003723]	nuclear speck [GO:0016607]; nucleus [GO:0005634]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein complex binding [GO:0032403]; RNA binding [GO:0003723]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; negative regulation of cell proliferation [GO:0008285]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; positive regulation of smooth muscle cell apoptotic process [GO:0034393]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of smooth muscle cell apoptotic process [GO:0034391]; RNA splicing [GO:0008380]	GO:0000122; GO:0000381; GO:0003723; GO:0005634; GO:0008285; GO:0008380; GO:0016607; GO:0032403; GO:0034391; GO:0034393; GO:0042802; GO:0046872; GO:0048025; GO:0070935
TRINITY_DN13897_c0_g1_i1	0	41	0	80	29.51246333	-8.384017346	2.004205507	-4.183212408	2.87e-05	0.001867689	sp	Q4E123	MTR1_TRYCC	31.3	335	194	9	137	1096	46	359	1.2e-30	136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3274_c0_g1_i4	0	41	0	30	18.1568548	-7.681941118	2.268152618	-3.386871349	0.000706945	0.019576886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6291_c4_g1_i5	62	0	20	0	20.79694583	7.815813853	2.281751984	3.42535644	0.000613993	0.017701312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN28279_c0_g1_i1	0	36	0	46	20.40729713	-7.851241269	2.177346452	-3.605875978	0.000311102	0.011139346	sp	Q9DBE8	ALG2_MOUSE	43.6	401	199	11	39	1175	17	412	1.2e-79	298.5	ALG2_MOUSE	reviewed	Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2 homolog) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)	Alg2 MNCb-5081	Mus musculus (Mouse)	415	dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein glycosylation in endoplasmic reticulum [GO:0033577]; response to calcium ion [GO:0051592]	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]	alpha-1,3-mannosyltransferase activity [GO:0000033]; calcium-dependent protein binding [GO:0048306]; GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity [GO:0004378]; GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity [GO:0102704]; protein heterodimerization activity [GO:0046982]; protein N-terminus binding [GO:0047485]	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; alpha-1,3-mannosyltransferase activity [GO:0000033]; calcium-dependent protein binding [GO:0048306]; GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity [GO:0004378]; GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity [GO:0102704]; protein heterodimerization activity [GO:0046982]; protein N-terminus binding [GO:0047485]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein glycosylation in endoplasmic reticulum [GO:0033577]; response to calcium ion [GO:0051592]	GO:0000033; GO:0004378; GO:0005634; GO:0005737; GO:0005789; GO:0006488; GO:0006490; GO:0016020; GO:0016021; GO:0033577; GO:0046982; GO:0047485; GO:0048306; GO:0048471; GO:0051592; GO:0102704
